Incident_id,Crime_type,District,City,State,Address,Latitude,Longitude,Incident_datetime,Officer_id,Officer_first_name,Officer_last_name,Badge_number,Suspect_id,Suspect_first_name,Suspect_last_name,Suspect_age,Suspect_gender,Suspect_race,Victim_id,Victim_first_name,Victim_last_name,Victim_age,Victim_gender,Victim_phone,Weapon_used,Severity,Case_status,Resolution,Num_arrests,Property_loss_usd,Reported_online,Notes
INC001166,Burglary,Southeast,Oakdale,PA,5098 Park Rd,47.725085,-87.572424,2019-08-22 00:00:00,OFF0092,Carol,Williams,8399,SUS00642,Carol,Williams,19,Female,White,VIC00137,Nancy,Garcia,66,Male,208-958-4478,Knife,High,Under Investigation,Warning Issued,3,24705.29,True,No notes recorded
INC000106,Kidnapping,South,Oakdale,PA,5985 Maple Dr,29.381264,-104.084705,2023-07-30 06:54:04,OFF0007,matthew,Moore,3773,SUS00359,Donna,White,54,Other,Hispanic,VIC00046,Linda,Miller,57,Other,975-845-2405,Hands/Feet,Low,Open,Case Dismissed,4,46336.48,True,No notes recorded
INC001309,Domestic Violence,Midtown,Hillcrest,NC,3725 Lincoln St,30.970118,-75.256315,2019-06-13 17:39:41,OFF0132,Anthony,Wright,,SUS00546,Patricia,Scott,37,Female,White,VIC00761,Donna,Thomas,11,Female,,Gun,Low,Closed,Warning Issued,0,19229.96,True,No notes recorded
INC000525,Arson,Northwest,Lakewood,PA,4148 Washington Ave,29.681426,-70.371735,2019-10-23 06:21:42,OFF0109,Michelle,White,7242,SUS00024,Thomas,Garcia,75,Unknown,Asian,VIC00620,Emily,Wright,50,Unknown,411-490-1142,Pistol,Medium,Closed,Pending/Unrecorded,2,45867.73,True,Incident at 4148 Washington Ave. Officer responded at scene.
INC002113,Larceny/Theft,South,Riverside,PA,4369 Maple Dr,31.259368,-115.851311,2024-01-17 03:53:35,OFF0046,Matthew,Taylor,2158,SUS00459,Carol,Flores,63,Unknown,Asian,VIC00661,Chris,Harris,57,Male,8732913342,Unarmed,Medium,Pending,Pending/Unrecorded,0,6058.54,False,Incident at 4369 Maple Dr. Officer responded at scene.
INC002481,Sexual Assault,North,Oakdale,NC,7039 Lincoln St,29.604505,-85.040966,2024-02-17 09:24:18,OFF0003,James,Flores,2515,,,,46,Unknown,Unknown,,,,50,Unknown,,Bat,Low,Pending,Arrest Made,3,6520.44,False,Incident at 7039 Lincoln St. Officer responded at scene.
INC002132,Sexual Assault,Southwest,Lakewood,AZ,1950 Sunset Blvd,35.021695,-111.751833,2019-11-06 10:20:04,OFF0029,Mark,Harris,7034,SUS00146,Mary,Miller,61,Male,Unknown,VIC00158,Daniel,Smith,33,Male,480-615-8057,Bat,High,Pending,Pending/Unrecorded,2,24705.29,False,Incident at 1950 Sunset Blvd. Officer responded at scene.
INC003159,Arson,Central,Springfield,GA,9160 Washington Ave,42.404122,-95.063818,2022-01-13 22:38:03,OFF0035,Michael,Young,1388,SUS00310,Jennifer,White,58,Unknown,Hispanic,VIC00144,John,Martin,37,Unknown,604-567-4903,Unknown,Medium,Pending,Case Dismissed,2,26881.78,False,Incident at 9160 Washington Ave. Officer responded at scene.
INC002652,Domestic Violence,Northwest,Riverside,NY,2983 Oak Ave,34.527276,-94.6682905,2022-05-01 03:21:29,OFF0042,joseph,Anderson,7824,SUS00787,Karen,Williams,46,Male,White,VIC00103,James,Thomas,88,Male,234-577-8960,Firearm,Low,Closed,Warning Issued,2,5992.23,False,Incident at 2983 Oak Ave. Officer responded at scene.
INC001350,Cybercrime,West,Maplewood,NY,6932 Lincoln St,46.101698,-95.831325,2020-09-07 09:44:54,OFF0022,Susan,Jackson,4041,SUS00731,Sarah,Lee,46,Female,Hispanic,VIC00459,John,Harris,37,Male,916-353-7794,Knife,Medium,Open,Warning Issued,4,47155.27,False,Incident at 6932 Lincoln St. Officer responded at scene.
INC002688,Sexual Assault,Northeast,Lakewood,OH,586 Lincoln St,45.767815,-97.572284,2023-05-30 15:46:44,OFF0064,Patricia,Scott,1268,SUS00404,Charles,Harris,17,Female,Black,VIC00528,Jessica,Hill,77,Male,343-932-1836,Hands/Feet,Medium,Closed,No Arrest,2,24705.29,False,Incident at 586 Lincoln St. Officer responded at scene.
INC000599,Fraud,South,Centerville,AZ,1351 Maple Dr,30.731515,-91.053319,2024-09-19 08:07:00,OFF0044,Jennifer,Jackson,3679,SUS00760,Emily,Scott,30,Female,White,,,,50,Unknown,,KNIFE,High,Resolved,Arrest Made,0,28732.47,False,No notes recorded
INC001297,Trespassing,Northwest,Hillcrest,FL,7289 Elm Blvd,35.106231,-114.938129,2018-05-05 19:55:11,OFF0111,richard,White,7039,SUS00281,Chris,Smith,46,Unknown,Hispanic,VIC00220,Linda,White,51,Unknown,447-583-5184,Rifle,Medium,Pending,Arrest Made,4,38399.01,True,Incident at 7289 Elm Blvd. Officer responded at scene.
INC004375,Larceny/Theft,Southeast,Fairview,TX,6687 Sunset Blvd,45.831021,-78.86387,2024-06-24 14:44:40,OFF0139,jennifer,Smith,7244,SUS00645,Richard,Scott,65,Unknown,Unknown,VIC00167,Barbara,Anderson,80,Other,409-371-3594,KNIFE,Medium,Closed,Pending/Unrecorded,0,41363.87,False,No notes recorded
INC003576,Larceny/Theft,Central,Fairview,FL,835 Elm Blvd,33.087812,-108.653269,2024-02-14 23:11:41,OFF0122,Mark,Brown,6301,SUS00123,Nancy,Thompson,75,Unknown,Asian,VIC00739,Anthony,Garcia,18,Male,689-762-5082,Knife,High,Under Investigation,Arrest Made,0,46793.37,True,Incident at 835 Elm Blvd. Officer responded at scene.
INC004986,Breaking & Entering,West,Hillcrest,CA,2252 Elm Blvd,32.659069,-106.65505,2019-07-28 14:05:44,OFF0132,William,Flores,5822,SUS00323,Emily,Wilson,46,Male,Asian,VIC00899,Michelle,Martin,50,Unknown,(780) -24-1-1358,Hands/Feet,Medium,Closed,Arrest Made,1,45329.37,True,No notes recorded
INC004352,Domestic Violence,Southwest,Centerville,FL,20 Sunset Blvd,39.8687,-111.0406,2021-07-20 20:07:40,OFF0005,Charles,Hall,6019,,,,46,Unknown,Unknown,VIC00135,Emily,Wilson,60,Unknown,283-681-6789,Blunt Object,Medium,Closed,No Arrest,2,12883.0,True,Incident at 20 Sunset Blvd. Officer responded at scene.
INC001803,Fraud,Southwest,Centerville,NC,995 Oak Ave,34.531252,-73.774501,2021-04-14 23:35:56,OFF0028,Karen,Brown,5378,SUS00480,Anthony,Jones,23,Other,Black,VIC00267,Mark,White,20,Female,954-689-6864,Unknown,High,Under Investigation,No Arrest,2,9378.29,True,Incident at 995 Oak Ave. Officer responded at scene.
INC003224,Sexual Assault,Northeast,Lakewood,NY,4625 Oak Ave,29.419019,-96.869472,2022-06-07 00:00:00,OFF0128,Charles,Anderson,3572,SUS00380,Anthony,Walker,68,Female,White,,,,50,Unknown,,Hands/Feet,Medium,Resolved,Arrest Made,4,10702.49,False,No notes recorded
INC003069,Drug Offense,Midtown,Springfield,IL,7179 Cedar Lane,45.952298,-84.193714,2024-06-05 04:54:40,OFF0073,John,Thompson,7762,SUS00123,Anthony,Young,21,Male,Other,VIC00997,Joseph,Williams,19,Female,847-389-7220,Rifle,Low,Under Investigation,Case Dismissed,0,35344.66,True,Incident at 7179 Cedar Lane. Officer responded at scene.
INC001927,Homicide,West,Oakdale,CA,2417 Washington Ave,37.471796,-102.884824,2019-03-14 10:28:06,OFF0131,James,Johnson,3080,SUS00262,John,Moore,19,Other,Hispanic,VIC00848,Karen,Smith,42,Female,882-620-5309,Rifle,Low,Closed,No Arrest,0,18098.9,False,Incident at 2417 Washington Ave. Officer responded at scene.
INC002766,Larceny/Theft,Northwest,Oakdale,IL,6895 Oak Ave,36.549199,-118.530289,2022-05-03 18:34:58,OFF0081,Charles,White,6770,SUS00260,William,Martin,46,Male,White,VIC00636,Carol,Flores,29,Male,793-180-7677,hands,Medium,Open,Arrest Made,2,7035.56,False,Incident at 6895 Oak Ave. Officer responded at scene.
INC002853,Vandalism,East,Maplewood,NC,2022 Lincoln St,36.549199,-84.227839,2023-03-20 03:39:54,OFF0126,Carol,Martin,5924,SUS00581,Mary,Flores,49,Unknown,Black,VIC00173,Mark,Hall,72,Female,,Unknown,Medium,Open,Warning Issued,4,12402.72,False,Incident at 2022 Lincoln St. Officer responded at scene.
INC002019,Homicide,North,Lakewood,GA,4175 Maple Dr,30.383609,-117.179041,2021-01-12 08:12:19,OFF0136,Joseph,Johnson,8460,,,,46,Unknown,Unknown,VIC00689,Daniel,Brown,34,Unknown,730-953-3674,Blunt Object,Medium,Open,Case Dismissed,3,2049.51,True,Incident at 4175 Maple Dr. Officer responded at scene.
INC000922,DUI,East,Maplewood,FL,3896 River Rd,42.235112,-99.045298,2024-03-14 13:42:06,OFF0056,Joseph,Davis,9750,,,,46,Unknown,Unknown,VIC00994,William,Miller,46,Female,(392) -45-2-8889,Hands/Feet,Medium,Open,Case Dismissed,1,20702.72,False,No notes recorded
INC002034,DUI,Midtown,Springfield,NC,4227 Park Rd,47.954558,-108.235349,2024-11-30 11:23:14,OFF0069,Mark,Green,9004,SUS00638,Sarah,Young,46,Female,Hispanic,VIC00431,Jessica,Jones,47,Male,731-298-2183,Gun,Low,Resolved,No Arrest,5,31973.81,False,Incident at 4227 Park Rd. Officer responded at scene.
INC000103,Drug Offense,North,Maplewood,GA,667 Oak Ave,44.192499,-117.947361,2019-11-02 18:40:31,OFF0133,Patricia,Brown,4784,SUS00545,Michael,Martin,57,Male,Unknown,VIC00641,Karen,Wright,81,Female,964-208-6864,Unknown,Low,Closed,No Arrest,0,8340.47,True,Incident at 667 Oak Ave. Officer responded at scene.
INC004635,Sexual Assault,South,Lakewood,NY,4693 Oak Ave,32.71704,-99.022331,2021-06-20 06:31:30,OFF0080,Ashley,Martin,4611,SUS00127,Ashley,Moore,60,Male,Asian,VIC00496,Susan,Flores,50,Male,,KNIFE,Medium,Closed,Arrest Made,1,44932.57,True,Incident at 4693 Oak Ave. Officer responded at scene.
INC003330,DUI,Midtown,Maplewood,FL,3532 River Rd,27.056588,-90.328116,2021-01-28 04:50:04,OFF0126,Michelle,Torres,7137,SUS00014,Anthony,Moore,65,Unknown,White,VIC00688,Patricia,Anderson,13,Female,601-595-6522,Unknown,Critical,Open,Warning Issued,0,42568.41,False,Incident at 3532 River Rd. Officer responded at scene.
INC001440,Assault,Southwest,Lakewood,GA,1565 Main St,47.828002,-75.049925,2020-05-30 14:16:15,OFF0140,Karen,Hall,9821,,,,46,Unknown,Unknown,VIC00010,Thomas,Moore,50,Female,451-993-1869,Knife,Medium,Open,No Arrest,3,16537.52,False,No notes recorded
INC003468,Robbery,South,Centerville,OH,4018 Washington Ave,26.173094,-83.787197,2023-07-31 13:14:00,OFF0147,Jennifer,Scott,2929,,,,46,Unknown,Unknown,VIC00528,Richard,Miller,46,Unknown,571-474-5198,Unknown,High,Open,Pending/Unrecorded,5,48281.34,False,Incident at 4018 Washington Ave. Officer responded at scene.
INC004034,Larceny/Theft,Central,Maplewood,CA,9274 Elm Blvd,27.946903,-86.696389,2018-06-02 07:09:30,OFF0105,James,Harris,5185,SUS00305,Richard,Brown,73,Other,White,VIC00161,Michelle,Anderson,12,Male,(421) -42-0-1741,Rifle,Medium,Closed,Case Dismissed,1,8813.63,False,Incident at 9274 Elm Blvd. Officer responded at scene.
INC003356,Domestic Violence,Midtown,Oakdale,OH,5097 Lincoln St,36.549199,-87.153657,2021-03-22 14:18:55,OFF0052,thomas,Moore,5916,SUS00408,Emily,Williams,34,Female,Unknown,VIC00962,Patricia,Wright,32,Male,984-938-1114,firearm,Low,Closed,Warning Issued,4,42172.58,True,Incident at 5097 Lincoln St. Officer responded at scene.
INC004935,Assault,West,Riverside,NC,2675 River Rd,46.230659,-73.705836,2018-04-13 08:01:05,OFF0074,Anthony,Torres,9511,SUS00773,Patricia,Taylor,37,Unknown,Unknown,VIC00716,Matthew,Davis,14,Male,258-203-2501,Pistol,Medium,Closed,Pending/Unrecorded,5,45126.5,False,Incident at 2675 River Rd. Officer responded at scene.
INC000020,Burglary,Southeast,Fairview,NC,6513 Oak Ave,44.590602,-77.67825,2022-07-16 21:45:49,OFF0098,David,Walker,8994,,,,46,Unknown,Unknown,VIC00071,Ashley,Green,46,Male,964-192-8110,Hands/Feet,Medium,Closed,No Arrest,3,24705.29,True,Incident at 6513 Oak Ave. Officer responded at scene.
INC002687,DUI,Southwest,Centerville,CA,3004 Cedar Lane,30.224549,-72.409615,2019-04-29 22:48:04,OFF0038,Michael,Jones,2764,SUS00318,Michael,Martin,46,Male,White,VIC00013,Nancy,Lee,41,Male,,Unarmed,Critical,Open,Case Dismissed,2,46397.7,False,Incident at 3004 Cedar Lane. Officer responded at scene.
INC001625,Cybercrime,Southeast,Springfield,PA,5183 Cedar Lane,32.754027,-109.630509,2023-09-18 02:54:17,OFF0143,Emily,Taylor,5464,SUS00121,Mark,Jones,29,Female,Black,VIC00960,Jessica,Garcia,50,Other,4281322107,Unknown,Critical,Closed,Case Dismissed,5,31804.26,False,Incident at 5183 Cedar Lane. Officer responded at scene.
INC000627,Trespassing,East,Fairview,IL,3806 Cedar Lane,36.549199,-78.822081,2022-10-31 20:30:37,OFF0028,Daniel,Thomas,1507,SUS00752,David,Young,56,Female,Asian,VIC00944,David,Walker,82,Unknown,255-573-8031,Rifle,Medium,Pending,Arrest Made,3,25369.16,False,Incident at 3806 Cedar Lane. Officer responded at scene.
INC004932,Larceny/Theft,Central,Centerville,AZ,2549 Elm Blvd,46.877202,-86.161845,2023-11-07 04:21:48,OFF0148,James,White,1737,SUS00736,William,Williams,74,Female,Unknown,VIC00462,William,Hall,54,Male,465-546-3086,Blunt Object,Critical,Under Investigation,No Arrest,4,23409.14,True,Incident at 2549 Elm Blvd. Officer responded at scene.
INC004782,Arson,South,Riverside,IL,2765 Maple Dr,31.27099,-99.089209,2024-01-05 07:18:12,OFF0126,Mark,Hill,4670,SUS00201,Emily,Nguyen,51,Unknown,Asian,VIC00560,Mark,Hill,64,Female,300-624-8947,firearm,Medium,Under Investigation,Case Dismissed,3,2525.47,True,Incident at 2765 Maple Dr. Officer responded at scene.
INC002495,Drug Offense,Northwest,Riverside,NY,5978 Main St,32.56775,-78.278392,2018-02-17 02:30:15,OFF0124,Mary,Miller,1324,SUS00024,Anthony,Nguyen,55,Male,Other,VIC00935,Michael,Allen,50,Unknown,447-901-1845,Pistol,High,Closed,Case Dismissed,1,19205.58,False,Incident at 5978 Main St. Officer responded at scene.
INC002157,Assault,South,Centerville,PA,1194 Washington Ave,36.549199,-70.260183,2022-06-15 08:58:06,OFF0049,Ashley,Williams,1248,SUS00712,Charles,Miller,53,Unknown,Asian,VIC00641,James,Hill,50,Male,,firearm,Critical,Closed,Arrest Made,5,24846.14,True,Incident at 1194 Washington Ave. Officer responded at scene.
INC003669,Kidnapping,Southwest,Springfield,GA,6344 Washington Ave,36.549199,-84.030873,2023-04-05 00:42:48,OFF0052,Michael,Wilson,1778,SUS00218,Michael,Scott,52,Female,Asian,VIC00585,Richard,Williams,15,Male,542-642-4208,Knife,Critical,Under Investigation,Arrest Made,4,42503.67,True,Incident at 6344 Washington Ave. Officer responded at scene.
INC002726,Domestic Violence,Northeast,Springfield,TX,5690 Elm Blvd,38.296404,-70.320252,2023-03-16 21:12:51,OFF0118,Karen,Williams,5053,SUS00792,Chris,Scott,55,Male,Hispanic,VIC00248,Ashley,Johnson,13,Female,715-609-5137,Knife,Medium,Under Investigation,Pending/Unrecorded,3,26228.16,False,Incident at 5690 Elm Blvd. Officer responded at scene.
INC003238,Cybercrime,Southeast,Springfield,AZ,6226 Elm Blvd,25.697008,-114.210353,2024-08-27 17:38:10,OFF0131,donna,Garcia,,SUS00029,Joseph,Davis,30,Female,Asian,VIC00832,Carol,Davis,18,Female,695-595-8019,firearm,Medium,Under Investigation,Arrest Made,5,18195.99,False,Incident at 6226 Elm Blvd. Officer responded at scene.
INC001829,Fraud,North,Oakdale,PA,3298 Oak Ave,33.219707,-88.689964,2018-11-01 14:35:49,OFF0114,Joseph,Jackson,8439,SUS00295,Richard,Garcia,66,Unknown,White,VIC00897,Jessica,Allen,50,Male,778-370-5473,Bat,Critical,Closed,Case Dismissed,4,18493.89,False,No notes recorded
INC000622,Vandalism,South,Oakdale,TX,7142 River Rd,31.069774,-97.855996,2018-04-06 03:45:42,OFF0140,Barbara,Moore,6427,,,,46,Unknown,Unknown,VIC00338,Patricia,Harris,62,Female,346-694-7764,firearm,Medium,Open,Arrest Made,1,14785.91,False,Incident at 7142 River Rd. Officer responded at scene.
INC002303,Robbery,Southeast,Hillcrest,AZ,59 Washington Ave,34.141807,-95.364845,2019-03-14 23:23:56,OFF0150,Anthony,Thompson,9939,SUS00359,Mark,Green,33,Unknown,Unknown,VIC00908,Joseph,Green,32,Female,283-196-4324,firearm,Low,Under Investigation,No Arrest,2,12629.2,True,Incident at 59 Washington Ave. Officer responded at scene.
INC004232,Robbery,Midtown,Springfield,TX,1922 Elm Blvd,40.65348,-107.384754,2019-09-28 16:28:50,OFF0045,Jennifer,Flores,,SUS00310,Jessica,Taylor,53,Male,White,VIC00801,Linda,Johnson,54,Female,,firearm,Critical,Closed,Case Dismissed,3,35325.7,False,Incident at 1922 Elm Blvd. Officer responded at scene.
INC001314,Fraud,Midtown,Centerville,NY,4071 Maple Dr,40.551634,-86.286001,2021-11-17 14:01:52,OFF0008,Michelle,Walker,8019,SUS00765,Michael,Johnson,15,Unknown,Black,VIC00452,Michelle,Wright,55,Male,688-913-8047,KNIFE,High,Resolved,Arrest Made,5,41519.83,True,Incident at 4071 Maple Dr. Officer responded at scene.
INC003021,Arson,Northwest,Fairview,CA,7903 Park Rd,42.713311,-81.110186,2022-09-23 20:45:46,OFF0111,Barbara,Hill,3458,SUS00350,Barbara,Anderson,57,Female,Unknown,VIC00863,Anthony,Young,45,Female,8924391159,KNIFE,Medium,Open,No Arrest,4,18959.58,False,No notes recorded
INC001462,Sexual Assault,Central,Riverside,OH,2809 Elm Blvd,36.161195,-94.6682905,2018-09-19 22:27:18,OFF0029,James,Hall,8639,SUS00313,David,Green,17,Female,White,VIC00782,James,Garcia,10,Male,633-650-7637,Rifle,Medium,Under Investigation,Case Dismissed,1,2522.56,True,Incident at 2809 Elm Blvd. Officer responded at scene.
INC004543,Kidnapping,Southwest,Fairview,FL,6691 Washington Ave,44.04562,-120.009416,2021-02-06 09:41:53,OFF0092,Linda,Taylor,6040,SUS00118,John,Wright,30,Female,Unknown,,,,50,Unknown,,Unknown,Low,Open,Pending/Unrecorded,2,24705.29,False,Incident at 6691 Washington Ave. Officer responded at scene.
INC004121,Drug Offense,West,Riverside,GA,7536 River Rd,25.714208,-94.037232,2021-11-27 23:26:27,OFF0061,Linda,Harris,5473,SUS00173,Anthony,Wilson,55,Unknown,Black,VIC00921,Karen,Anderson,62,Unknown,(739) -33-8-6646,Knife,Critical,Pending,Pending/Unrecorded,2,36619.97,True,Incident at 7536 River Rd. Officer responded at scene.
INC004161,Trespassing,North,Springfield,AZ,8444 Lincoln St,28.4566,89.7801,2018-07-02 11:47:43,OFF0129,Jessica,Jackson,2754,SUS00501,Daniel,Taylor,52,Unknown,Other,VIC00227,Thomas,Scott,72,Female,959-899-1970,KNIFE,Medium,Pending,Pending/Unrecorded,1,29955.53,False,Incident at 8444 Lincoln St. Officer responded at scene.
INC000901,Sexual Assault,South,Lakewood,NC,8377 Park Rd,25.423174,-87.184362,2022-03-03 15:36:00,OFF0139,Thomas,Moore,8685,SUS00464,Karen,Martin,73,Female,Hispanic,VIC00263,Joseph,Anderson,89,Female,743-858-7417,Unknown,High,Closed,Pending/Unrecorded,2,9369.8,False,No notes recorded
INC002233,DUI,West,Centerville,IL,8773 Park Rd,35.968398,-81.513471,2021-04-07 06:36:17,OFF0141,Donna,Brown,1518,SUS00247,Michelle,Nguyen,72,Female,Hispanic,VIC00995,Linda,Flores,50,Female,532-648-7905,Knife,Medium,Pending,Case Dismissed,1,7265.34,False,Incident at 8773 Park Rd. Officer responded at scene.
INC001873,Drug Offense,Midtown,Hillcrest,NY,8201 Lincoln St,31.033423,-84.024316,2021-08-18 13:52:19,OFF0123,Mary,Harris,3976,SUS00798,Nancy,Smith,49,Male,Asian,VIC00211,Daniel,Miller,78,Unknown,285-831-7160,Unarmed,Medium,Closed,Arrest Made,3,28047.36,True,Incident at 8201 Lincoln St. Officer responded at scene.
INC91610,Larceny/Theft,South,Maplewood,PA,1798 Sunset Blvd,32.934554,-75.219226,2024-02-01 15:43:57,OFF0016,Karen,Flores,1799,SUS00222,Emily,Martin,51,Unknown,Unknown,,,,50,Unknown,,hands,Medium,Closed,Arrest Made,2,3071.79,False,No notes recorded
INC002405,Domestic Violence,West,Centerville,NC,2197 Park Rd,46.299192,-83.634863,2019-11-09 16:28:36,OFF0116,Jessica,Thompson,9922,SUS00374,Robert,Jones,68,Female,Hispanic,VIC00366,Robert,Miller,60,Female,(517) -94-2-5851,Unknown,Medium,Open,Pending/Unrecorded,5,36504.97,False,No notes recorded
INC002953,Drug Offense,Southeast,Oakdale,CA,372 Elm Blvd,35.105345,-104.753696,2019-04-17 17:55:30,OFF0004,Anthony,Hall,1096,SUS00693,Charles,Miller,52,Male,White,VIC00102,Joseph,Young,11,Male,8464738020,hands,High,Closed,Arrest Made,1,14859.61,False,No notes recorded
INC001781,Fraud,Southeast,Fairview,FL,9993 Park Rd,39.714332,-78.922095,2022-03-01 05:46:22,OFF0111,Sarah,Davis,4378,,,,46,Unknown,Unknown,VIC00984,Michael,Nguyen,10,Female,,Blunt Object,Medium,Closed,No Arrest,3,1449.97,True,Incident at 9993 Park Rd. Officer responded at scene.
INC001802,Trespassing,North,Riverside,FL,8373 River Rd,42.651737,-80.282701,2023-11-04 16:52:34,OFF0064,Emily,Jones,3001,SUS00287,Emily,Taylor,69,Other,White,VIC00186,Barbara,Hill,38,Unknown,750-537-4198,firearm,High,Under Investigation,Warning Issued,0,24705.29,True,Incident at 8373 River Rd. Officer responded at scene.
INC002498,Fraud,East,Riverside,NC,2670 Main St,40.455743,-96.14826,2024-06-28 20:28:05,OFF0093,Barbara,Jones,3796,SUS00133,Jennifer,Anderson,16,Female,Unknown,VIC00228,Karen,Harris,62,Unknown,915-317-3594,Unknown,Medium,Open,Arrest Made,2,1998.67,True,Incident at 2670 Main St. Officer responded at scene.
INC004631,Homicide,Midtown,Lakewood,CA,5869 Main St,28.395651,-92.780417,2023-09-28 06:19:48,OFF0145,Carol,Lee,2219,SUS00098,John,Thomas,59,Unknown,Black,,,,50,Unknown,,Unknown,Low,Closed,Warning Issued,5,17330.04,True,Incident at 5869 Main St. Officer responded at scene.
INC003073,Fraud,East,Lakewood,TX,6082 Oak Ave,44.809838,-105.898763,2024-08-21 20:59:01,OFF0076,Daniel,Scott,9276,SUS00137,Jessica,Martin,31,Male,Black,VIC00588,David,Taylor,52,Other,9352291051,Bat,Medium,Closed,No Arrest,1,32058.58,False,Incident at 6082 Oak Ave. Officer responded at scene.
INC002228,DUI,Central,Maplewood,NC,5262 River Rd,29.941948,-96.509101,2022-09-01 17:05:25,OFF0015,Joseph,Moore,6975,SUS00070,Carol,Lee,50,Female,Unknown,VIC00339,Joseph,Davis,20,Male,,Rifle,Medium,Closed,Pending/Unrecorded,3,21183.97,False,No notes recorded
INC000388,Trespassing,East,Hillcrest,CA,4539 Elm Blvd,30.037403,-94.6682905,2024-02-06 10:53:07,OFF0113,Sarah,Anderson,3083,SUS00713,Linda,Anderson,60,Male,White,VIC00921,Robert,Martin,21,Female,,hands,High,Pending,Arrest Made,5,24705.29,True,Incident at 4539 Elm Blvd. Officer responded at scene.
INC004819,Domestic Violence,Southeast,Riverside,OH,2310 Oak Ave,28.567659,-83.489279,2019-11-13 12:38:57,OFF0034,Ashley,Scott,8506,SUS00104,Mark,Jackson,32,Unknown,Black,,,,50,Unknown,,Hands/Feet,High,Under Investigation,No Arrest,4,21731.23,True,Incident at 2310 Oak Ave. Officer responded at scene.
INC003201,Breaking & Entering,Central,Hillcrest,IL,3517 Lincoln St,37.03275,-85.893931,2018-05-11 00:57:00,OFF0065,Jessica,Thomas,8835,,,,46,Unknown,Unknown,VIC00663,Joseph,Young,87,Other,353-559-7957,Rifle,Critical,Resolved,Case Dismissed,1,5606.32,True,No notes recorded
INC004755,Trespassing,Southwest,Fairview,AZ,6318 Maple Dr,39.179408,-93.773167,2023-06-01 05:51:22,OFF0120,Charles,Jones,8432,SUS00575,Anthony,Walker,46,Male,White,VIC00128,Linda,Wright,60,Male,952-236-3337,firearm,Critical,Open,Arrest Made,0,24705.29,False,Incident at 6318 Maple Dr. Officer responded at scene.
INC002680,Homicide,Southwest,Hillcrest,FL,9749 Elm Blvd,37.20665,-81.939637,2018-12-25 03:37:59,OFF0002,Michelle,Anderson,4053,,,,46,Unknown,Unknown,VIC00415,John,Johnson,48,Male,947-236-7852,Pistol,Critical,Open,No Arrest,2,40044.97,False,No notes recorded
INC004298,Arson,Southwest,Hillcrest,IL,4 River Rd,36.549199,-113.168909,2023-02-15 05:45:47,OFF0099,Robert,Nguyen,1702,SUS00672,Michael,Allen,70,Male,Hispanic,,,,50,Unknown,,Knife,Medium,Closed,No Arrest,4,14258.89,False,No notes recorded
INC000756,Burglary,Southwest,Centerville,FL,6177 River Rd,38.008005,-77.785598,2019-10-17 16:03:32,OFF0037,DAVID,White,3602,SUS00500,Barbara,Allen,67,Female,Asian,VIC00840,Daniel,Garcia,70,Male,945-798-5431,Unknown,High,Pending,Pending/Unrecorded,5,12048.17,False,Incident at 6177 River Rd. Officer responded at scene.
INC001293,Vandalism,Southeast,Fairview,AZ,8695 Oak Ave,47.043399,-102.678669,2022-10-17 12:33:47,OFF0019,Jessica,Thomas,6786,SUS00344,Carol,Williams,46,Male,Hispanic,VIC00802,William,Jones,19,Male,(421) -54-4-1868,Hands/Feet,Critical,Pending,No Arrest,2,46914.88,True,Incident at 8695 Oak Ave. Officer responded at scene.
INC004826,Homicide,South,Springfield,CA,5828 Main St,29.507784,-76.89198,2018-01-20 11:27:14,OFF0144,William,Thomas,3453,SUS00589,Carol,Thomas,46,Female,Hispanic,VIC00853,William,Nguyen,50,Female,332-199-7471,Hands/Feet,High,Closed,No Arrest,2,27098.94,False,No notes recorded
INC004358,Kidnapping,West,Maplewood,NY,3579 Main St,35.141689,-99.932368,2020-07-30 16:14:37,OFF0040,Jessica,Lee,3213,SUS00705,Robert,Hill,58,Other,Black,VIC00592,Michael,Nguyen,52,Male,217-196-3917,Unarmed,Medium,Under Investigation,Arrest Made,4,49298.79,False,Incident at 3579 Main St. Officer responded at scene.
INC001809,Trespassing,Central,Maplewood,NC,2343 Elm Blvd,44.947648,-108.860622,2023-08-07 00:00:00,OFF0112,Michelle,Green,8124,SUS00731,Matthew,Flores,67,Male,Black,,,,50,Unknown,,Bat,Low,Open,Warning Issued,3,26344.95,True,Incident at 2343 Elm Blvd. Officer responded at scene.
INC002353,Arson,Midtown,Riverside,FL,5407 Main St,30.195714,-104.72579,2020-10-30 10:27:34,OFF0015,Susan,Thompson,1731,SUS00685,Patricia,Taylor,38,Unknown,White,VIC00352,William,Lee,16,Unknown,402-361-9032,Gun,Critical,Closed,No Arrest,2,48963.24,False,Incident at 5407 Main St. Officer responded at scene.
INC001377,Larceny/Theft,Central,Lakewood,FL,5630 Main St,44.300704,-116.096334,2019-06-02 11:45:55,OFF0129,Joseph,Scott,6431,SUS00062,Jennifer,Thomas,44,Male,White,VIC00200,Charles,Harris,50,Female,208-549-2551,Gun,Critical,Pending,Warning Issued,0,24705.29,True,Incident at 5630 Main St. Officer responded at scene.
